EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
1315,W101314,Marketing Manager,Contractor,Full Time,Female,Active,,7,Sales,Austin,Campus Recruiting,2022-06-03,,,6,2022-06-03,,,,
1316,W101315,UX Designer,Permanent,Part Time,Male,Terminated,Voluntary,5,Operations,New York,Recruiter,2019-11-20,2015-01-16,,4,2019-11-20,,,,
1317,W101316,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Product,Chicago,Internal Transfer,2012-07-01,,2022-03-19,10,2022-03-19,,,,
1318,W101317,Engineering Manager,Contractor,Full Time,Female,Active,,7,Finance,San Francisco,Recruiter,2013-09-25,,2022-12-06,6,2022-12-06,,,,
1319,W101318,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Operations,San Francisco,Referral,2018-05-10,,,,2018-05-10,,,,
1320,W101319,CTO,Permanent,Full Time,Female,Active,,13,Operations,Chicago,Campus Recruiting,2018-04-09,,2019-06-13,12,2019-06-13,,,2020-11-27,2021-01-08
1321,W101320,Data Scientist,Contractor,Part Time,Male,Active,,6,Finance,Remote,Campus Recruiting,2023-10-18,,,5,2023-10-18,,,,
1322,W101321,CIO,Permanent,Full Time,Female,Active,,13,HR,San Francisco,Referral,2020-07-28,,2021-01-05,12,2021-01-05,,,,
1323,W101322,Senior Software Engineer,Contractor,Part Time,Male,Active,,6,Engineering,San Francisco,Referral,2021-02-03,,2022-02-15,5,2022-02-15,,,,
1324,W101323,Senior Sales Associate,Permanent,Full Time,Male,Terminated,Involuntary,6,Operations,Remote,Internal Transfer,2018-11-14,2021-03-02,2019-05-26,5,2019-05-26,,,,
1325,W101324,Marketing Specialist,Contractor,Part Time,Male,Active,,4,IT,Remote,Campus Recruiting,2014-08-09,,2020-06-14,3,2020-06-14,,,,
1326,W101325,Engineering Manager,Contractor,Part Time,Female,Active,,7,HR,New York,Campus Recruiting,2014-04-22,,,,2014-04-22,,,,
1327,W101326,CIO,Permanent,Full Time,Female,Active,,13,Operations,Chicago,Internal Transfer,2012-12-08,,2023-10-20,12,2023-10-20,,,,
1328,W101327,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Product,Austin,Referral,2023-03-01,,,7,2023-03-01,2024-04-16,2024-05-28,,
1329,W101328,Senior Sales Associate,Permanent,Part Time,Male,Terminated,Involuntary,6,Operations,Austin,Job Board,2013-01-28,2017-06-14,2023-05-08,5,2023-05-08,,,,
1330,W101329,Marketing Specialist,Permanent,Full Time,Female,Active,,4,IT,New York,Recruiter,2022-05-18,,,3,2022-05-18,,,,
1331,W101330,Senior Software Engineer,Contractor,Part Time,Male,Active,,6,Finance,San Francisco,Internal Transfer,2014-11-15,,2021-02-05,5,2021-02-05,,,,
1332,W101331,CFO,Permanent,Full Time,Female,Terminated,Involuntary,13,IT,Remote,Internal Transfer,2019-12-03,2021-11-22,2023-10-06,12,2023-10-06,,,,
1333,W101332,UX Designer,Contractor,Full Time,Female,Terminated,Involuntary,5,Engineering,San Francisco,Job Board,2022-06-15,2024-10-22,,,2024-03-14,,,,
1334,W101333,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,HR,Remote,Internal Transfer,2015-03-21,,,,2023-06-07,,,,
1335,W101334,Data Analyst,Contractor,Full Time,Female,Active,,3,Sales,San Francisco,Job Board,2023-01-04,,,2,2023-01-04,,,,
1336,W101335,Junior Software Engineer,Contractor,Full Time,Male,Active,,2,IT,New York,Internal Transfer,2017-05-18,,2025-02-10,1,2025-02-10,,,,
1337,W101336,CIO,Permanent,Full Time,Female,Active,,13,Engineering,New York,Recruiter,2011-09-03,,,,2023-12-06,,,,
1338,W101337,Software Engineer,Contractor,Full Time,Male,Terminated,Involuntary,4,Operations,New York,Referral,2017-01-18,2017-03-10,,,2024-11-01,,,,
1339,W101338,Marketing Specialist,Permanent,Full Time,Male,Active,,4,Marketing,Boston,Recruiter,2019-05-13,,2023-01-15,3,2023-01-15,,,,
1340,W101339,CTO,Permanent,Full Time,Female,Active,,13,Product,Austin,Internal Transfer,2013-10-10,,2021-02-03,12,2021-02-03,,,2025-01-06,2025-02-17
1341,W101340,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Finance,San Francisco,Campus Recruiting,2013-11-06,,2021-05-12,10,2021-05-12,,,,
1342,W101341,Vice President of Sales,Permanent,Full Time,Female,Terminated,Involuntary,11,Marketing,Boston,Referral,2020-02-09,2024-02-04,,10,2024-08-12,,,,
1343,W101342,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,IT,Boston,Internal Transfer,2015-02-06,,2023-11-09,10,2023-11-09,,,,
1344,W101343,Senior Marketing Specialist,Contractor,Full Time,Female,Active,,6,HR,Boston,Job Board,2014-12-20,,,,2014-12-20,2024-02-20,2024-04-02,,
1345,W101344,Marketing Manager,Contractor,Full Time,Male,Active,,7,Finance,Chicago,Campus Recruiting,2017-03-18,,2018-05-24,6,2018-05-24,,,,
1346,W101345,Software Engineer,Contractor,Part Time,Female,Active,,4,Product,Chicago,Recruiter,2023-07-11,,,3,2023-07-11,,,,
1347,W101346,Product Manager,Contractor,Part Time,Male,Active,,7,Finance,San Francisco,Recruiter,2016-07-01,,2022-12-13,6,2022-12-13,,,,
1348,W101347,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,HR,New York,Campus Recruiting,2017-08-18,,2025-02-25,7,2025-02-25,,,,
1349,W101348,Sales Associate,Contractor,Part Time,Male,Active,,4,Product,Chicago,Campus Recruiting,2019-01-07,,,,2024-10-29,,,,
1350,W101349,Data Scientist,Contractor,Full Time,Female,Active,,6,Marketing,Boston,Referral,2016-09-09,,2022-09-24,5,2022-09-24,,,,
1351,W101350,Junior Marketing Specialist,Permanent,Full Time,Female,Active,,2,Operations,New York,Internal Transfer,2012-04-20,,2017-12-25,1,2017-12-25,,,,
1352,W101351,Engineering Manager,Contractor,Part Time,Male,Active,,7,Engineering,Chicago,Campus Recruiting,2018-09-15,,,,2018-09-15,,,,
1353,W101352,Director of Sales,Permanent,Full Time,Male,Active,,9,HR,Remote,Internal Transfer,2011-03-14,,2018-07-24,8,2018-07-24,,,,
1354,W101353,UX Designer,Permanent,Full Time,Female,Active,,5,Product,Chicago,Internal Transfer,2021-03-22,,,4,2021-03-22,,,,
1355,W101354,SVP of Sales,Permanent,Full Time,Female,Active,,12,Product,Remote,Campus Recruiting,2012-02-01,,2017-03-08,11,2017-03-08,,,,
1356,W101355,Director of Engineering,Permanent,Full Time,Female,Active,,9,Engineering,New York,Campus Recruiting,2018-04-15,,2020-05-19,8,2020-05-19,,,,
1357,W101356,Junior Software Engineer,Contractor,Part Time,Male,Active,,2,Marketing,Chicago,Referral,2013-03-07,,2023-02-11,1,2023-02-11,,,,
1358,W101357,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,IT,Chicago,Internal Transfer,2012-04-18,,,,2012-04-18,,,,
1359,W101358,Sales Manager,Permanent,Full Time,Female,Active,,7,IT,New York,Job Board,2019-07-23,,,,2019-07-23,,,,
1360,W101359,CMO,Permanent,Full Time,Male,Active,,13,IT,Austin,Referral,2018-04-02,,,,2018-04-02,2022-05-13,2022-06-24,2021-07-17,2021-08-28
1361,W101360,Sales Associate,Permanent,Full Time,Male,Active,,4,IT,New York,Campus Recruiting,2018-05-25,,2018-06-07,3,2018-06-07,,,,
1362,W101361,Junior Sales Associate,Permanent,Full Time,Male,Active,,2,Sales,New York,Recruiter,2013-03-05,,2020-01-09,1,2020-01-09,,,,
1363,W101362,CTO,Permanent,Full Time,Male,Active,,13,Product,New York,Internal Transfer,2011-01-07,,,,2011-01-07,,,,
1364,W101363,COO,Permanent,Full Time,Male,Active,,13,Finance,Austin,Campus Recruiting,2012-06-11,,,,2012-06-11,,,,
1365,W101364,Data Analyst,Permanent,Full Time,Male,Active,,3,Marketing,Remote,Internal Transfer,2021-03-27,,,2,2024-05-08,,,,
1366,W101365,Sales Associate,Contractor,Full Time,Female,Active,,4,Finance,San Francisco,Referral,2019-12-16,,2021-10-23,3,2021-10-23,,,,
1367,W101366,SVP of Sales,Permanent,Full Time,Male,Terminated,Voluntary,12,Marketing,San Francisco,Internal Transfer,2024-10-21,2015-06-01,,11,2024-10-21,,,,
1368,W101367,Director of Marketing,Permanent,Full Time,Male,Active,,9,Sales,Austin,Recruiter,2011-12-10,,2017-12-27,8,2017-12-27,,,,
1369,W101368,COO,Permanent,Full Time,Female,Active,,13,Product,Boston,Referral,2024-12-26,,,12,2024-12-26,,,,
1370,W101369,SVP of Sales,Permanent,Full Time,Female,Active,,12,Operations,San Francisco,Recruiter,2012-12-26,,2022-01-24,11,2022-01-24,,,,
1371,W101370,CEO,Permanent,Full Time,Female,Active,,14,Finance,Remote,Referral,2020-12-22,,,13,2020-12-22,,,,
1372,W101371,CEO,Permanent,Full Time,Male,Active,,14,Operations,Remote,Internal Transfer,2014-04-09,,2019-03-10,13,2019-03-10,,,,
1373,W101372,SVP of Sales,Permanent,Full Time,Female,Active,,12,Operations,Chicago,Internal Transfer,2015-04-02,,2016-06-05,11,2016-06-05,,,,
1374,W101373,CEO,Permanent,Full Time,Male,Active,,14,Marketing,Chicago,Recruiter,2015-11-04,,2017-02-19,13,2017-02-19,,,,
1375,W101374,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Product,Austin,Campus Recruiting,2011-10-14,,2017-04-03,11,2017-04-03,,,,
1376,W101375,Software Engineer,Contractor,Part Time,Female,Terminated,Involuntary,4,Marketing,San Francisco,Job Board,2016-12-25,2021-11-12,2017-12-06,3,2017-12-06,2022-10-25,2022-12-06,,
1377,W101376,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,IT,New York,Campus Recruiting,2022-06-22,,,10,2022-06-22,,,,
1378,W101377,Director of Sales,Permanent,Full Time,Female,Active,,9,Sales,Austin,Job Board,2024-11-01,,,8,2023-09-02,,,,
1379,W101378,Senior UX Designer,Contractor,Part Time,Male,Terminated,Involuntary,7,Marketing,Chicago,Job Board,2021-03-17,2021-06-06,2024-05-23,6,2024-05-23,,,,
1380,W101379,Senior Sales Associate,Permanent,Full Time,Female,Active,,6,Marketing,Boston,Internal Transfer,2014-06-13,,2023-10-25,5,2023-10-25,,,2023-10-23,2023-12-04
1381,W101380,Senior Sales Associate,Contractor,Full Time,Male,Active,,6,HR,New York,Job Board,2024-08-31,,,,2024-06-13,,,,
1382,W101381,Senior Software Engineer,Permanent,Part Time,Female,Active,,6,Finance,San Francisco,Recruiter,2015-02-18,,2023-09-14,5,2023-09-14,,,,
1383,W101382,Sales Manager,Contractor,Full Time,Male,Active,,7,Sales,Austin,Recruiter,2017-03-15,,,,2017-03-15,,,,
1384,W101383,Engineering Manager,Permanent,Part Time,Female,Active,,7,Product,Remote,Recruiter,2014-02-19,,2018-10-11,6,2018-10-11,,,,
1385,W101384,Engineering Manager,Contractor,Full Time,Female,Active,,7,Operations,Boston,Job Board,2019-10-13,,,,2019-10-13,,,,
1386,W101385,Senior Sales Associate,Permanent,Part Time,Male,Active,,6,IT,Boston,Recruiter,2016-05-03,,,,2016-05-03,,,,
1387,W101386,Data Scientist,Permanent,Full Time,Male,Active,,6,Operations,Boston,Referral,2014-08-15,,2017-07-23,5,2017-07-23,,,,
1388,W101387,Product Manager,Contractor,Part Time,Female,Terminated,Involuntary,7,HR,Austin,Campus Recruiting,2010-06-10,2016-05-06,2015-09-28,6,2015-09-28,,,,
1389,W101388,Marketing Manager,Contractor,Full Time,Female,Active,,7,IT,Boston,Internal Transfer,2021-01-19,,,,2021-01-19,,,,
1390,W101389,Senior Sales Associate,Permanent,Part Time,Male,Active,,6,Engineering,Chicago,Internal Transfer,2018-12-28,,,,2018-12-28,,,,
1391,W101390,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Engineering,Austin,Job Board,2019-04-07,,2020-09-05,10,2020-09-05,,,,
1392,W101391,Marketing Manager,Permanent,Full Time,Female,Terminated,Involuntary,7,Sales,New York,Job Board,2023-03-18,2022-10-09,,6,2023-03-18,2022-06-14,2022-07-26,,
1393,W101392,Product Manager,Permanent,Full Time,Male,Active,,7,Product,New York,Job Board,2010-10-09,,2021-12-06,6,2021-12-06,,,,
1394,W101393,Director of Sales,Permanent,Full Time,Female,Active,,9,Operations,New York,Internal Transfer,2023-10-05,,,,2024-08-24,,,,
1395,W101394,Director of Engineering,Permanent,Full Time,Female,Active,,9,Sales,New York,Referral,2010-07-19,,2021-10-19,8,2021-10-19,,,,
1396,W101395,Director of Engineering,Permanent,Full Time,Male,Active,,9,IT,Boston,Recruiter,2023-07-23,,,8,2023-07-23,,,,
1397,W101396,Product Manager,Contractor,Full Time,Female,Active,,7,IT,Chicago,Job Board,2012-08-01,,2016-05-21,6,2016-05-21,,,,
1398,W101397,CIO,Permanent,Full Time,Female,Active,,13,HR,Chicago,Internal Transfer,2022-02-03,,,,2023-10-20,,,,
1399,W101398,CMO,Permanent,Full Time,Female,Active,,13,Sales,Boston,Job Board,2013-01-19,,,,2013-01-19,,,,
1400,W101399,COO,Permanent,Full Time,Male,Active,,13,Product,Boston,Internal Transfer,2019-10-07,,2020-10-13,12,2020-10-13,,,2021-02-02,2021-03-16
1401,W101400,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,IT,Austin,Recruiter,2012-11-22,,2023-02-01,7,2023-02-01,,,,
1402,W101401,Director of Marketing,Permanent,Full Time,Female,Active,,9,Finance,New York,Referral,2012-05-18,,2018-04-24,8,2018-04-24,,,,
1403,W101402,Junior Software Engineer,Contractor,Part Time,Male,Active,,2,IT,Austin,Referral,2013-11-24,,2017-02-13,1,2017-02-13,,,,
1404,W101403,CTO,Permanent,Full Time,Female,Terminated,Involuntary,13,IT,Boston,Campus Recruiting,2010-08-03,2017-08-15,2022-02-26,12,2022-02-26,,,,
1405,W101404,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,IT,San Francisco,Internal Transfer,2019-02-05,,,10,2019-02-05,,,,
1406,W101405,SVP of Marketing,Permanent,Full Time,Female,Terminated,Involuntary,12,Sales,Boston,Internal Transfer,2010-09-17,2021-08-06,2021-07-02,11,2021-07-02,,,,
1407,W101406,SVP of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,12,HR,Remote,Campus Recruiting,2025-01-26,2022-02-13,,11,2023-12-07,,,,
1408,W101407,CTO,Permanent,Full Time,Female,Active,,13,Sales,Boston,Job Board,2014-07-13,,2018-07-26,12,2018-07-26,2020-04-04,2020-05-16,,
1409,W101408,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Sales,San Francisco,Internal Transfer,2014-06-03,,2018-12-25,10,2018-12-25,,,,
1410,W101409,COO,Permanent,Full Time,Male,Active,,13,IT,Chicago,Referral,2017-10-23,,,12,2017-10-23,,,,
1411,W101410,Marketing Manager,Contractor,Part Time,Female,Active,,7,Finance,New York,Campus Recruiting,2017-09-10,,,,2017-09-10,,,,
1412,W101411,Senior Data Analyst,Contractor,Part Time,Female,Terminated,Involuntary,5,Product,Austin,Recruiter,2011-01-10,2016-04-12,2019-06-01,4,2019-06-01,,,,
1413,W101412,Software Engineer,Contractor,Part Time,Male,Active,,4,Marketing,Austin,Internal Transfer,2023-01-23,,,3,2023-01-23,,,,
1414,W101413,Marketing Manager,Permanent,Full Time,Female,Active,,7,HR,Boston,Job Board,2020-03-09,,,,2020-03-09,,,,
1415,W101414,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Operations,Chicago,Referral,2019-05-18,,,7,2019-05-18,,,,
1416,W101415,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Engineering,San Francisco,Job Board,2017-10-12,,,,2023-02-09,,,,
1417,W101416,Data Analyst,Permanent,Full Time,Male,Active,,3,Marketing,Remote,Job Board,2019-02-05,,,,2019-02-05,,,,
1418,W101417,Senior Sales Associate,Permanent,Full Time,Male,Active,,6,Engineering,Chicago,Job Board,2014-10-16,,2019-12-12,5,2019-12-12,,,,
1419,W101418,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,Engineering,Austin,Campus Recruiting,2022-08-18,,,10,2023-09-23,,,,
1420,W101419,CEO,Permanent,Full Time,Female,Active,,14,HR,New York,Recruiter,2017-08-23,,2018-12-02,13,2018-12-02,,,2023-05-19,2023-06-30
1421,W101420,Director of Marketing,Permanent,Full Time,Female,Active,,9,Marketing,San Francisco,Internal Transfer,2015-01-23,,2016-05-26,8,2016-05-26,,,,
1422,W101421,Software Engineer,Contractor,Full Time,Male,Active,,4,Sales,Austin,Internal Transfer,2017-05-17,,2023-11-26,3,2023-11-26,,,,
1423,W101422,Vice President of Sales,Permanent,Full Time,Female,Terminated,Involuntary,11,HR,Austin,Internal Transfer,2022-07-16,2024-03-05,,10,2022-07-16,,,,
1424,W101423,Director of Engineering,Permanent,Full Time,Male,Active,,9,Engineering,Boston,Job Board,2015-02-08,,,,2015-02-08,2023-10-20,2023-12-01,,
1425,W101424,Senior Data Analyst,Contractor,Part Time,Male,Active,,5,Marketing,Chicago,Referral,2014-11-16,,,,2014-11-16,,,,
1426,W101425,CEO,Permanent,Full Time,Female,Active,,14,Marketing,Boston,Recruiter,2013-12-21,,,,2013-12-21,,,,
1427,W101426,Engineering Manager,Permanent,Part Time,Male,Active,,7,IT,Austin,Referral,2021-06-01,,,6,2021-06-01,,,,
1428,W101427,Vice President of Engineering,Permanent,Full Time,Male,Terminated,Voluntary,11,HR,Chicago,Campus Recruiting,2013-06-06,2021-06-15,2017-11-14,10,2017-11-14,,,,
1429,W101428,Sales Associate,Contractor,Part Time,Female,Active,,4,Marketing,Boston,Referral,2019-04-03,,2020-07-09,3,2020-07-09,,,,
1430,W101429,Sales Manager,Contractor,Full Time,Male,Active,,7,Finance,San Francisco,Job Board,2023-06-16,,,6,2023-06-16,,,,
1431,W101430,Director of Sales,Permanent,Full Time,Male,Active,,9,Engineering,Remote,Job Board,2020-07-27,,2021-09-24,8,2021-09-24,,,,
1432,W101431,SVP of Sales,Permanent,Full Time,Female,Active,,12,HR,Chicago,Job Board,2011-11-23,,2019-03-28,11,2019-03-28,,,,
1433,W101432,CIO,Permanent,Full Time,Female,Active,,13,Product,Austin,Campus Recruiting,2017-11-18,,2019-04-25,12,2019-04-25,,,,
1434,W101433,Sales Manager,Contractor,Full Time,Female,Active,,7,HR,New York,Internal Transfer,2023-03-16,,,,2024-08-17,,,,
1435,W101434,Senior Marketing Specialist,Contractor,Full Time,Male,Active,,6,Finance,Boston,Referral,2018-08-24,,,,2018-08-24,,,,
1436,W101435,Marketing Manager,Contractor,Part Time,Male,Active,,7,Sales,San Francisco,Internal Transfer,2015-05-21,,2020-03-21,6,2020-03-21,,,,
1437,W101436,Senior UX Designer,Permanent,Part Time,Female,Active,,7,Sales,Austin,Job Board,2022-04-02,,,,2022-04-02,,,,
1438,W101437,CTO,Permanent,Full Time,Female,Active,,13,Marketing,Boston,Job Board,2018-03-09,,,,2018-03-09,,,,
1439,W101438,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Finance,New York,Recruiter,2019-10-27,,2022-11-12,7,2022-11-12,,,,
1440,W101439,Director of Engineering,Permanent,Full Time,Male,Terminated,Voluntary,9,IT,Austin,Internal Transfer,2022-06-03,2017-10-03,2023-10-01,8,2023-10-01,2024-03-16,2024-04-27,2021-07-24,2021-09-04
1441,W101440,SVP of Marketing,Permanent,Full Time,Male,Terminated,Voluntary,12,Operations,Austin,Referral,2018-06-07,2020-12-21,,11,2018-06-07,,,,
1442,W101441,CTO,Permanent,Full Time,Female,Active,,13,Product,Chicago,Recruiter,2017-05-17,,2023-07-13,12,2023-07-13,,,,
1443,W101442,CIO,Permanent,Full Time,Female,Active,,13,Sales,Boston,Internal Transfer,2013-12-24,,2015-11-24,12,2015-11-24,,,,
1444,W101443,Senior Software Engineer,Contractor,Part Time,Male,Active,,6,HR,Chicago,Internal Transfer,2019-08-22,,,,2023-09-19,,,,
1445,W101444,SVP of Sales,Permanent,Full Time,Male,Active,,12,Finance,San Francisco,Recruiter,2020-05-02,,,11,2020-05-02,,,,
1446,W101445,SVP of Sales,Permanent,Full Time,Male,Active,,12,Finance,Boston,Recruiter,2012-04-11,,2017-01-26,11,2017-01-26,,,,
1447,W101446,SVP of Sales,Permanent,Full Time,Male,Active,,12,Operations,San Francisco,Campus Recruiting,2011-02-02,,,,2023-04-30,,,,
1448,W101447,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Sales,Remote,Job Board,2014-07-27,,2015-01-17,10,2015-01-17,,,,
1449,W101448,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Engineering,New York,Internal Transfer,2019-04-25,,2019-12-14,10,2019-12-14,,,,
1450,W101449,CEO,Permanent,Full Time,Female,Active,,14,Finance,Austin,Referral,2014-08-02,,2021-02-19,13,2021-02-19,,,,
1451,W101450,Junior Software Engineer,Contractor,Part Time,Male,Active,,2,HR,Austin,Job Board,2024-12-22,,,,2024-12-22,,,,
1452,W101451,CTO,Permanent,Full Time,Male,Active,,13,Engineering,San Francisco,Campus Recruiting,2014-05-03,,2015-10-18,12,2015-10-18,,,,
1453,W101452,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Marketing,San Francisco,Internal Transfer,2022-04-20,,,,2022-04-20,,,,
1454,W101453,CEO,Permanent,Full Time,Female,Active,,14,Engineering,Remote,Recruiter,2020-12-10,,,13,2020-12-10,,,,
1455,W101454,Senior Product Manager,Permanent,Full Time,Female,Active,,9,HR,Boston,Job Board,2013-02-15,,,,2013-02-15,,,,
1456,W101455,Junior Sales Associate,Contractor,Part Time,Male,Active,,2,Engineering,San Francisco,Internal Transfer,2015-07-27,,,1,2015-07-27,2021-06-20,2021-08-01,,
1457,W101456,Director of Marketing,Permanent,Full Time,Female,Active,,9,Operations,San Francisco,Recruiter,2017-02-26,,2022-04-03,8,2022-04-03,,,,
1458,W101457,Senior UX Designer,Contractor,Part Time,Female,Active,,7,Sales,Boston,Referral,2019-05-20,,,,2019-05-20,,,,
1459,W101458,UX Designer,Contractor,Part Time,Male,Active,,5,Finance,New York,Referral,2017-10-08,,2020-09-20,4,2020-09-20,,,,
1460,W101459,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Engineering,Chicago,Campus Recruiting,2017-06-28,,2018-04-18,1,2018-04-18,,,2021-01-03,2021-02-14
1461,W101460,Engineering Manager,Contractor,Part Time,Female,Terminated,Voluntary,7,Operations,Chicago,Campus Recruiting,2019-06-02,2017-11-18,,,2024-11-25,,,,
1462,W101461,Director of Sales,Permanent,Full Time,Female,Active,,9,Engineering,New York,Internal Transfer,2019-02-01,,2020-06-12,8,2020-06-12,,,,
1463,W101462,Senior Software Engineer,Contractor,Full Time,Female,Active,,6,IT,Austin,Referral,2010-06-19,,2017-08-15,5,2017-08-15,,,,
1464,W101463,CEO,Permanent,Full Time,Male,Active,,14,Product,Boston,Job Board,2020-10-03,,,13,2025-01-29,,,,
1465,W101464,Senior Marketing Specialist,Contractor,Full Time,Female,Active,,6,Finance,Boston,Recruiter,2020-12-03,,,,2020-12-03,,,,
1466,W101465,Senior UX Designer,Contractor,Part Time,Female,Terminated,Involuntary,7,Sales,Austin,Recruiter,2022-05-05,2020-02-28,,6,2023-09-24,,,,
1467,W101466,SVP of Sales,Permanent,Full Time,Male,Active,,12,IT,Boston,Referral,2014-11-02,,2022-09-09,11,2022-09-09,,,,
1468,W101467,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Sales,Remote,Internal Transfer,2010-12-21,,2019-03-26,1,2019-03-26,,,,
1469,W101468,CMO,Permanent,Full Time,Male,Active,,13,Operations,San Francisco,Job Board,2014-08-24,,2016-06-02,12,2016-06-02,,,,
1470,W101469,Sales Associate,Permanent,Full Time,Male,Active,,4,IT,Austin,Recruiter,2019-05-28,,,,2019-05-28,,,,
1471,W101470,Sales Associate,Permanent,Full Time,Female,Active,,4,Operations,New York,Internal Transfer,2016-02-27,,2021-12-06,3,2021-12-06,,,,
1472,W101471,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Operations,San Francisco,Campus Recruiting,2017-06-01,,,,2017-06-01,2021-04-12,2021-05-24,,
1473,W101472,Junior Sales Associate,Permanent,Full Time,Female,Active,,2,Finance,Boston,Campus Recruiting,2024-11-15,,,1,2024-11-15,,,,
1474,W101473,Senior Software Engineer,Permanent,Part Time,Male,Active,,6,IT,New York,Campus Recruiting,2011-11-26,,,,2011-11-26,,,,
1475,W101474,Senior Marketing Specialist,Contractor,Full Time,Female,Active,,6,Product,Austin,Campus Recruiting,2023-09-07,,,5,2023-09-07,,,,
1476,W101475,Vice President of Sales,Permanent,Full Time,Female,Active,,11,IT,Chicago,Recruiter,2024-10-05,,,10,2024-10-05,,,,
1477,W101476,CTO,Permanent,Full Time,Female,Active,,13,Engineering,San Francisco,Internal Transfer,2022-05-07,,,12,2024-05-18,,,,
1478,W101477,Marketing Manager,Contractor,Full Time,Female,Active,,7,Sales,San Francisco,Referral,2023-08-17,,,6,2023-06-24,,,,
1479,W101478,Marketing Specialist,Contractor,Part Time,Female,Active,,4,IT,Chicago,Referral,2013-05-16,,2020-08-02,3,2020-08-02,,,,
1480,W101479,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Engineering,San Francisco,Internal Transfer,2015-06-03,,,,2015-06-03,,,2022-04-18,2022-05-30
1481,W101480,CIO,Permanent,Full Time,Male,Active,,13,Product,Remote,Internal Transfer,2016-10-24,,2018-03-08,12,2018-03-08,,,,
1482,W101481,Junior Marketing Specialist,Permanent,Part Time,Male,Active,,2,Finance,San Francisco,Referral,2018-03-24,,2022-12-15,1,2022-12-15,,,,
1483,W101482,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,Finance,San Francisco,Internal Transfer,2022-11-15,,,7,2024-06-08,,,,
1484,W101483,Marketing Manager,Contractor,Part Time,Male,Active,,7,Finance,San Francisco,Job Board,2012-12-22,,2015-01-09,6,2015-01-09,,,,
1485,W101484,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Sales,San Francisco,Internal Transfer,2014-09-02,,2018-12-11,1,2018-12-11,,,,
1486,W101485,Marketing Specialist,Permanent,Full Time,Male,Active,,4,Engineering,Austin,Campus Recruiting,2011-11-14,,,,2011-11-14,,,,
1487,W101486,CEO,Permanent,Full Time,Female,Active,,14,Engineering,San Francisco,Recruiter,2023-03-12,,,13,2023-02-25,,,,
1488,W101487,Junior Software Engineer,Contractor,Part Time,Male,Terminated,Involuntary,2,HR,Remote,Internal Transfer,2017-05-04,2016-10-20,,1,2017-05-04,2024-04-17,2024-05-29,,
1489,W101488,Senior Product Manager,Permanent,Full Time,Male,Active,,9,IT,Austin,Internal Transfer,2024-07-01,,,8,2024-07-01,,,,
1490,W101489,SVP of Sales,Permanent,Full Time,Male,Terminated,Involuntary,12,Operations,Austin,Job Board,2017-09-26,2017-03-13,,11,2017-09-26,,,,
1491,W101490,Senior Product Manager,Permanent,Full Time,Male,Active,,9,HR,Boston,Internal Transfer,2015-04-13,,,,2015-04-13,,,,
1492,W101491,Junior Software Engineer,Contractor,Full Time,Male,Terminated,Involuntary,2,IT,Boston,Campus Recruiting,2025-02-09,2018-10-19,,1,2025-02-09,,,,
1493,W101492,UX Designer,Contractor,Full Time,Male,Active,,5,Finance,Chicago,Referral,2021-04-15,,,4,2021-04-15,,,,
1494,W101493,Senior Marketing Specialist,Permanent,Part Time,Female,Active,,6,Operations,Remote,Referral,2011-09-08,,2021-11-15,5,2021-11-15,,,,
1495,W101494,Junior Software Engineer,Contractor,Full Time,Female,Active,,2,Product,Boston,Referral,2022-02-05,,,,2022-02-05,,,,
